user_id;shipped
734;False
2946;False
5412;False
5342;False
995;True
1139;True
6385;True
3700;True
6683;True
5468;True
5313;True
5934;True
1674;True
6848;True
5395;True
820;False
4473;True
3151;False
5231;True
4575;True
649;True
3519;True
4146;False
3800;True
4799;True
4219;True
3831;False
5855;True
3078;True
171;True
1079;True
2230;False
2756;False
2691;True
2459;False
1405;True
1757;False
82;True
2828;False
5445;False
2701;False
2371;True
3050;False
4744;True
3169;False
866;True
5809;True
5829;False
6657;True
6007;True
120;True
1732;False
3493;False
3435;True
831;True
6294;False
1107;False
4343;True
3996;True
4210;False
6635;False
4258;False
4190;True
984;False
3772;True
6374;False
5208;False
2512;False
1196;False
2482;True
2411;False
3221;False
2763;False
201;False
580;False
6276;True
4948;True
775;True
6611;False
5603;True
195;False
4628;False
6140;False
366;False
4276;True
997;True
4436;False
5925;True
2766;True
4189;True
3158;True
6519;True
6158;True
4919;True
5529;False
1572;False
1333;False
4522;False
3623;True
3333;True
6649;True
1065;True
2436;True
4973;True
1106;False
3510;False
1565;True
531;False
4807;True
6505;False
4968;True
4038;True
1821;False
4172;False
2364;True
3516;True
2000;False
201;False
6924;False
6666;False
3355;True
1933;False
1383;False
4522;True
6617;False
4946;False
1671;False
5910;False
111;False
729;True
5054;True
3797;False
1732;True
2813;False
4340;False
3119;True
2753;False
4973;True
2455;True
3620;False
2883;True
6642;False
1918;True
4756;True
3540;False
3257;True
4671;True
6436;False
2138;False
962;True
1021;False
1603;True
867;False
287;True
4058;False
4058;False
6445;False
1442;True
6658;True
610;False
2251;False
3357;True
4437;True
4878;False
618;True
435;False
2510;False
5374;True
2999;True
6369;False
3171;False
395;True
3094;False
998;True
2732;True
4474;True
1461;True
3662;True
2801;True
4376;True
2745;False
1439;False
2928;False
1251;False
4589;True
6105;True
1494;True
2214;False
5010;True
1639;False
3986;True
6884;True
5060;True
6971;True
6252;False
797;True
5244;False
2583;True
4592;True
984;False
1221;False
1304;False
5864;True
3496;True
3094;True
2600;True
6431;False
4858;False
6589;True
5467;True
3421;True
3710;False
5341;False
3660;True
2497;False
5670;True
2492;False
2084;True
1859;True
2080;False
2247;True
3711;True
2141;True
834;False
6954;True
1886;False
2550;False
2037;True
3971;False
6091;True
1695;False
2175;True
4403;False
2481;True
5036;True
4955;False
4972;False
4070;False
3195;False
6775;True
4557;True
3458;True
2551;True
2274;False
4068;True
1673;True
6053;False
659;False
2476;False
5530;True
5914;False
2865;True
4327;True
3453;True
4906;True
1485;True
4018;True
6910;False
5235;True
5192;False
869;True
2241;False
2739;False
4473;True
2192;True
3366;True
255;False
84;True
3420;True
671;True
1237;False
563;False
69;False
431;True
2700;True
3651;True
2942;False
6947;True
2094;True
5427;True
1746;True
5884;True
5260;True
3751;True
4551;True
4647;False
4671;False
4089;True
555;True
4056;True
5464;False
5808;False
6215;True
276;False
5981;True
4448;True
619;True
493;False
5621;True
2086;True
2142;True
3921;False
851;True
2020;True
5023;False
2405;True
188;True
4447;False
6351;False
4220;True
3461;True
4675;False
6745;True
4389;True
1602;True
5216;True
6847;True
289;False
2110;False
3640;False
1358;True
5809;True
373;False
2903;True
3508;False
4604;True
5147;True
4864;False
5348;False
3882;True
5985;True
5895;False
2806;False
5069;True
1891;False
5112;True
5595;False
6694;True
2795;False
80;True
4239;False
4283;False
6191;True
3988;True
2650;True
6116;False
447;True
3728;True
6640;False
6104;True
5682;True
6492;False
1086;True
999;False
1270;False
562;True
4930;False
5072;False
5695;True
5298;False
6731;True
4272;True
75;True
3176;True
5499;True
5826;False
4577;True
5103;False
4896;False
1965;True
6026;True
847;True
920;True
1980;True
4451;False
5759;True
2126;True
1794;True
6817;False
866;True
777;False
148;True
4858;True
2509;True
6568;False
1514;False
1925;True
2094;True
4971;False
4778;True
2120;False
3084;True
400;False
2762;True
6998;True
3191;True
1506;False
5784;True
871;True
4474;True
2132;True
4119;True
1089;False
441;False
2496;False
3169;False
492;True
5798;False
1330;False
5091;False
1174;False
2466;True
1075;True
2761;False
4098;False
3738;True
1461;True
2051;True
6557;False
6428;True
671;True
3479;False
2297;True
4501;True
4311;False
470;True
138;True
1437;True
4385;False
4419;False
6335;False
1287;True
1733;True
2064;False
3430;True
2210;True
5391;False
5994;False
2082;False
1530;True
2438;True
6711;True
495;False
1337;True
561;False
5595;True
1919;True
919;True
1688;True
3064;False
6548;True
3107;False
3085;True
4593;True
1542;True
2763;False
895;False
2502;False
3216;True
5435;True
724;False
5671;True
4039;True
3585;True
6965;True
3564;False
2104;False
6240;True
2536;True
2547;False
5560;False
4801;True
6138;True
3825;True
4926;False
2837;True
643;True
1393;False
4290;False
3643;True
5991;True
6740;True
1558;False
4192;True
5693;False
2143;False
4111;False
5563;True
4564;False
6465;False
5683;True
1573;True
5150;True
1086;False
6146;True
387;False
5629;True
2461;True
4508;True
4923;True
4888;False
6572;True
3292;False
113;False
3227;False
3083;True
4155;False
4104;False
173;True
2310;True
2806;True
3442;False
2689;True
5327;True
4580;True
5913;False
1713;False
2855;True
6509;True
34;False
4302;True
4236;True
6912;True
1833;False
2847;False
4876;False
1089;False
4189;True
4044;False
1752;False
6637;False
4864;False
1201;False
1667;True
3709;False
738;False
3683;True
417;False
510;True
3561;True
191;True
1112;True
250;False
2531;True
6837;False
5219;True
2826;True
201;False
4867;False
3804;False
6571;True
2321;True
6315;False
649;True
399;True
1489;True
1556;False
4835;False
657;False
4147;False
4374;False
4610;False
6938;False
319;False
4835;False
3952;True
3737;False
2699;False
2610;True
3306;True
6303;False
2792;True
5778;True
286;True
659;False
1685;False
35;True
1656;False
1931;True
1827;True
6229;True
1999;False
936;False
2452;False
4651;True
650;True
5276;True
2618;True
2820;True
2000;True
3971;False
6909;True
6980;True
298;False
4122;True
4279;True
159;True
2889;True
6591;False
6505;False
2253;False
5799;False
1400;False
1088;False
2723;True
3376;False
6253;True
5210;False
6090;True
634;True
6003;True
2414;False
2893;True
5301;False
6313;True
1540;True
6351;True
1956;False
2731;True
4229;True
4316;True
2956;False
3067;False
2854;False
843;True
3173;True
1836;True
5460;True
702;False
4273;True
4458;True
2080;False
6091;False
4530;True
1208;True
917;True
6712;False
1036;False
4736;True
6906;False
2998;True
2703;False
6521;False
2061;False
5371;False
3315;False
6312;False
2501;False
4487;True
3045;False
5354;False
28;False
470;False
581;True
2425;True
4557;False
1418;True
3283;True
6784;False
5727;False
4384;False
1774;True
5147;False
2179;False
4928;True
6562;True
3832;True
2915;True
2087;False
6346;False
3720;True
3569;True
2154;True
5653;False
1542;True
2963;False
6205;True
3312;True
6139;True
3917;False
3658;True
5263;True
5317;False
1302;True
1647;True
3502;True
4882;False
3543;True
5606;True
4654;True
4782;True
1095;True
4903;False
2201;False
3660;True
382;False
305;True
6614;False
6255;False
1190;True
59;False
153;True
5620;True
5203;True
2105;True
3225;False
4776;False
214;True
2766;True
6646;False
555;True
5180;True
250;False
4828;False
28;True
2134;True
1483;True
1435;True
767;False
1163;False
6584;False
5152;False
3568;False
6573;True
3414;False
550;False
358;True
2650;True
6589;True
4245;True
911;True
3630;False
5314;True
2467;True
3662;False
236;False
6067;True
4199;False
1681;True
1903;False
5567;False
4914;False
2524;True
6683;True
6564;True
4119;True
4087;True
6533;False
6595;True
443;False
3117;False
2985;True
5480;False
3461;True
3002;False
4426;True
6935;False
6270;False
1795;True
2177;False
2483;True
2542;True
3450;True
5197;True
4747;True
2494;True
6350;True
6776;True
2216;False
5491;False
5208;False
3132;False
1392;False
2668;True
6529;True
5884;False
3963;True
90;True
6357;True
3886;False
6752;True
5471;False
517;False
353;False
776;True
848;True
3128;False
3088;False
1928;True
1907;True
2683;True
6091;True
2151;False
1351;False
6387;False
3408;False
5612;False
3686;False
1625;False
810;False
4627;True
2489;True
6925;False
3057;False
4862;True
5796;False
3108;True
240;False
5327;True
99;True
507;True
964;False
4984;False
5842;True
4062;True
816;False
5790;True
6606;True
3423;False
3093;True
5827;True
2283;True
1588;False
1608;True
5814;True
663;False
2778;False
4287;False
5968;False
739;True
4593;False
2798;False
1205;False
2826;True
5203;True
2184;True
4291;True
566;True
4103;True
1330;False
3730;True
4988;False
3526;True
4652;False
3827;True
6068;True
4311;True
5412;True
2657;True
231;True
1400;True
1259;True
6957;False
4567;False
1343;False
2798;True
2310;False
6133;True
3328;False
5733;True
6398;True
1862;True
5260;True
4632;True
5480;False
1776;False
3370;True
2574;False
3219;False
2139;False
4460;False
2741;False
401;True
6708;True
1986;False
4587;True
315;False
3033;True
856;True
750;False
4691;True
380;False
5122;True
5696;False
6936;True
6839;False
1359;True
59;False
4481;True
4176;True
1910;True
5177;False
1272;False
4740;False
5872;False
458;False
3070;False
641;False
6998;False
941;True
752;True
3370;False
4507;True
6644;True
6017;False
4709;False
1106;False
1424;True
5785;True
2843;True
6076;True
2609;False
4913;True
2365;False
1030;False
2759;False
405;True
5227;False
4287;False
5590;False
3578;False
1221;True
3606;True
2608;False
155;True
3384;True
35;False
5628;True
993;False
1525;True
4277;False
4550;False
5981;False
2309;False
4872;False
3269;False
5422;True
739;True
4116;True
1520;False
6899;True
6359;False
1399;False
2890;True
6659;False
1052;False
932;True
2814;True
1865;True
3729;True
573;False
3228;True
2748;False
195;True
3326;True
4492;True
2419;False
534;True
5765;True
2393;False
3029;True
6163;False
2720;True
2816;False
5129;True
714;True
681;False
686;False
1835;True
6071;True
2512;False
3582;True
6167;True
5750;True
3337;True
4290;True
1928;True
290;True
6951;False
2323;False
2691;False
4112;False
3251;True
4860;True
161;True
721;True
3648;True
13;False
3968;False
2851;False
3897;False
5716;False
1824;False
694;True
195;True
1582;False
6967;False
5919;False
4013;False
7006;False
3711;False
6647;False
6075;True
6078;True
3103;True
5264;False
3991;True
5027;False
1587;True
5383;False
6398;False
6522;False
4679;False
5751;False
200;False
2743;False
954;True
1666;False
1376;False
3649;False
128;False
2883;True
6856;True
4971;False
1940;True
2108;False
5148;False
6468;False
4985;False
3731;False
5533;False
3258;True
5196;True
900;False
981;False
5863;False
6941;False
6980;False
1823;True
6083;True
1262;False
4173;False
3539;False
3043;True
6176;False
2724;False
1237;False
2102;False
6958;False
6583;True
2921;False
4101;True
6005;False
2382;True
2252;False
1985;True
6866;True
3664;True
3782;True
5691;False
1560;True
6596;False
6499;True
5561;True
3195;True
6306;True
2865;True
3293;True
672;False
2952;False
5526;False
5498;True
3178;True
367;False
151;True
2706;True
5109;True
1263;False
4421;False
2985;True
2535;False
6936;False
5050;False
5139;True
1419;True
3720;False
1777;True
5609;True
4106;False
2086;False
4417;True
4527;True
6081;True
6057;False
2417;True
6734;False
6008;True
6187;False
721;True
3931;True
4860;True
4175;False
6750;True
2030;True
6165;False
5685;False
4151;False
2191;False
4913;True
309;False
6532;False
2133;True
2;False
1604;False
610;False
2598;False
2794;True
1077;True
4837;False
35;False
5534;False
604;False
5364;True
5811;True
1989;True
4572;False
3830;True
4501;True
3790;True
6857;True
3100;False
4754;True
4593;True
88;False
1291;False
3588;True
4502;False
1498;False
2384;False
6715;False
5408;True
5264;False
4347;True
2386;False
238;True
6473;False
1791;False
16;False
440;True
3258;False
6642;True
3731;False
6641;False
268;True
5261;False
4388;False
2926;True
1174;False
5642;False
2277;True
5309;True
6455;False
1033;True
2340;True
4234;False
3888;False
637;False
4349;True
3341;True
6732;False
2081;False
1123;False
876;False
5462;True
4350;False
2549;True
5503;True
4395;True
5815;True
1652;False
2481;False
2321;True
3280;False
3442;False
6089;False
2770;False
4060;False
426;False
5212;True
1365;False
4420;True
1149;True
2078;True
867;False
2472;True
1618;False
6190;False
1854;False
1786;True
3299;True
2596;False
4513;False
5815;False
891;False
6367;False
5967;False
4797;True
5156;True
5328;False
4063;False
5373;False
5439;True
1295;True
2295;True
5038;True
2095;False
5517;True
5170;True
3335;True
965;False
3878;False
1057;False
1238;False
841;False
2854;True
591;True
2591;True
3418;True
2700;True
3888;False
3129;False
2645;True
6707;False
2414;False
5744;False
4860;False
4995;False
4314;False
4148;False
2686;True
2578;False
95;True
502;False
148;False
5551;False
664;True
2906;True
3020;False
2324;True
4287;True
6782;True
1330;False
2171;True
1495;True
5415;True
1713;False
5252;True
5063;True
6342;False
4463;False
1878;True
914;True
3598;False
1776;True
3251;True
6560;False
5669;True
6707;True
3889;False
979;False
1523;False
1210;True
5480;False
4772;True
6303;False
1643;True
5667;True
3668;True
4282;True
353;False
4530;False
1884;False
3853;False
2638;True
4875;True
5740;False
3886;False
6616;True
3552;False
1960;True
1675;True
3611;True
1918;False
2754;False
793;True
6711;True
4629;False
4889;True
2312;False
4538;False
4860;False
5091;True
1657;True
3824;False
1884;True
4239;False
5226;True
3227;True
4474;False
2041;False
6272;False
2106;False
4325;True
5720;True
6541;False
200;True
5053;False
5726;False
3270;False
4450;False
4923;True
2709;False
1908;True
255;False
1596;False
2245;True
4819;True
29;False
995;True
6086;False
3697;True
2353;True
3724;False
5694;False
699;False
5687;True
857;True
6273;True
6144;False
6810;True
4871;False
6755;True
5096;True
6016;False
1994;True
4752;True
6293;False
6440;True
2972;True
1347;False
440;False
923;True
5964;True
3027;True
4384;False
2737;False
5311;True
6070;False
6487;False
5674;True
420;True
1845;False
6688;False
7002;True
112;False
5974;False
2876;True
489;True
3328;True
6891;True
5574;True
6441;False
5511;True
461;False
2454;True
3506;True
4341;False
4799;True
5437;True
1583;True
2290;True
63;False
6818;False
5009;False
6655;True
6672;False
4470;True
3911;True
2566;True
6781;False
2093;True
3032;True
6087;False
536;True
6222;True
6818;True
6610;True
2911;False
5827;True
427;False
579;True
4556;False
5145;True
911;False
3910;False
6897;False
6587;True
7013;True
81;True
564;False
1011;False
614;False
3734;True
3518;True
1845;False
2673;True
6558;False
4398;True
3557;False
1049;False
2079;True
5452;True
5414;False
2673;True
6540;False
5739;False
4529;True
3294;True
4647;False
1086;True
6707;False
5896;False
5507;True
5224;False
1516;False
3804;True
6597;True
2740;True
1368;False
4168;False
775;True
1756;False
1193;False
3055;True
6889;True
3871;True
1280;True
2124;False
5695;True
91;True
1545;True
6739;True
5578;True
397;True
409;False
4418;False
1174;False
4402;True
5183;False
487;False
5422;True
6544;True
4244;False
5243;True
2103;False
1584;False
30;True
4307;True
4206;True
6378;True
2934;False
1699;True
6548;True
1383;True
4282;True
566;False
5702;False
4762;True
5966;False
6974;False
3192;True
3416;True
6163;False
619;False
1359;False
3145;False
5070;True
4159;True
3467;False
3892;False
744;False
4923;True
5979;False
2979;True
3193;True
2571;False
1367;False
2964;False
1733;False
4005;True
6842;True
1367;True
3031;True
6731;True
4670;True
3438;True
2257;True
1588;True
1940;False
1501;False
1668;True
3383;True
6289;False
4080;True
4847;True
4240;False
2460;True
630;False
6919;True
1067;False
5929;True
899;False
4904;False
3043;True
5126;False
4065;False
3256;False
781;True
1886;True
4710;False
717;False
2565;True
5821;False
3751;True
1355;False
2895;True
5412;True
4051;True
2878;True
2569;True
4451;False
2723;False
2452;True
1433;False
6804;True
422;False
5071;False
5124;True
4225;True
71;False
462;False
1239;False
6941;True
30;True
6562;True
1276;False
996;True
79;False
5713;True
5764;True
5262;True
616;True
3747;True
2616;True
1130;False
3613;True
1787;False
4959;True
2558;True
4941;True
3708;True
2732;True
5716;True
6509;False
2515;False
2303;True
1043;True
1983;True
356;False
5913;False
6258;True
4345;False
5769;True
920;True
1791;False
1016;False
6252;True
2214;False
6657;False
458;True
1602;False
139;False
3566;False
239;False
757;False
493;False
6829;False
1286;False
1440;True
5715;True
4874;True
5502;True
1423;True
2800;False
3177;True
3535;False
3152;False
3636;False
4688;False
5934;False
5894;False
6828;True
3351;True
2860;True
6128;False
3016;True
5255;True
5138;False
4101;False
1933;False
4698;False
3029;False
2600;True
4885;True
3060;False
967;True
5143;False
1134;True
1195;True
1839;False
2599;False
703;False
1003;False
5218;False
1139;False
5133;True
2054;True
3264;True
4064;False
3227;True
5327;False
5265;False
3017;True
5711;False
1289;True
1826;True
2225;False
3011;True
5790;False
4980;True
968;False
5304;True
1545;False
1195;False
3803;False
1819;True
1293;True
5013;False
1299;False
2265;False
3252;True
5269;True
2596;True
962;True
4895;False
664;False
1124;False
4277;True
6985;True
822;False
4177;False
5722;True
2035;True
3340;False
1797;False
2105;False
6016;False
2821;True
3229;True
6601;False
4767;True
5144;True
5046;True
3629;False
2973;False
1969;True
6136;True
4251;True
4714;True
5222;False
2541;False
2286;True
2437;False
843;True
3692;False
1099;True
86;False
2714;True
828;False
2671;False
7002;False
4425;True
5542;False
6549;True
2188;True
2452;False
4589;True
3436;True
113;True
2079;True
4102;True
3564;True
229;True
5619;False
1686;False
4219;True
2586;True
6718;True
574;True
5974;True
2814;False
2843;False
3010;False
990;True
4363;False
5798;True
465;True
340;True
5330;False
6940;False
4816;False
3643;False
5503;True
3345;True
3203;True
989;False
1598;True
6982;True
1895;True
2525;False
5434;True
1983;False
340;True
331;True
5567;True
2702;True
5262;False
4428;True
310;False
1348;False
5448;True
6019;True
1430;True
2802;False
6685;False
3390;False
3884;True
656;True
645;True
339;False
4902;False
3835;True
2330;False
2405;False
6352;True
196;True
5348;False
3340;True
639;False
1964;True
6406;True
584;False
6702;False
5573;True
1846;False
1386;True
157;False
5226;False
348;False
4741;False
1954;True
938;True
476;True
2533;True
6023;False
3708;True
4531;False
780;False
5431;True
5335;False
5261;True
196;False
6740;False
540;True
6637;True
1680;True
1669;False
2018;False
5427;True
1232;True
3571;False
1103;False
53;True
1716;False
6419;False
3540;False
6486;False
3264;False
962;False
5181;False
3459;False
1368;True
4520;True
1133;True
3670;False
1020;False
4676;True
5544;True
1531;False
872;False
5324;True
4588;True
18;True
3066;False
1344;True
4987;False
4736;True
2767;False
5092;False
4469;False
6694;False
2538;False
2872;False
2738;True
6843;True
3260;False
856;False
304;False
2696;True
6335;False
5998;True
2609;True
632;True
2973;True
5904;True
2069;True
4463;False
3071;False
5708;True
2794;True
5393;True
30;False
4868;False
1321;True
747;True
5715;True
1791;True
6996;False
529;True
5319;True
5602;True
1741;True
136;False
3486;False
6358;False
3923;True
5191;False
521;False
1569;False
5736;True
1979;True
1783;True
3933;True
1361;False
2516;False
6588;True
5849;True
567;True
1367;False
3963;False
3256;True
4104;True
4851;True
1857;True
2619;False
6062;True
1829;True
2141;False
4752;True
892;False
4983;True
2616;True
5286;True
5969;False
3564;True
1211;True
5817;True
3119;False
586;False
1263;False
4607;True
2701;False
6747;True
2614;True
4923;False
5497;True
2931;False
4115;False
5624;True
817;True
3963;True
2842;False
6374;False
6803;True
2860;True
817;True
1279;True
5485;True
83;False
6169;False
1137;True
3382;False
3015;False
2278;True
6022;False
2825;True
1024;True
3407;False
1011;True
4721;False
2726;True
5348;True
343;False
947;False
4557;True
6253;True
3062;True
5867;True
5086;True
1196;False
6343;True
943;True
2599;False
4443;True
2024;True
4484;False
4378;True
2414;True
2180;False
338;False
728;False
3489;False
113;False
1343;True
6881;True
6333;False
145;True
6776;False
2905;True
5688;False
506;False
5190;False
716;False
668;False
5567;False
1577;False
761;True
6732;True
5612;False
5039;False
1481;False
6088;False
5395;False
4167;False
6337;True
2384;True
3663;True
2571;True
1741;False
838;True
3842;False
600;True
5710;True
3640;True
463;False
268;False
694;False
943;False
5446;False
475;False
5449;False
5105;True
601;True
2960;True
3404;False
1868;True
4597;True
3278;False
1717;False
6227;False
2405;False
2383;True
3017;True
2705;True
234;True
4832;False
4384;True
6722;True
5347;True
4349;True
493;False
5844;False
997;True
3317;False
1335;False
3868;True
4567;True
5355;False
225;False
1322;False
6567;False
1836;True
73;False
5356;True
4656;False
2907;False
6612;True
2981;True
3984;False
1020;False
5752;False
3164;False
764;False
4671;True
4138;False
4299;False
3176;False
5405;False
5186;False
3942;False
5731;False
2396;False
6492;True
2274;False
2106;False
111;True
5995;False
4564;True
4656;False
5980;False
6590;False
4400;False
2393;True
476;False
1535;True
6917;True
3858;True
791;True
2387;False
3636;True
1962;False
4790;False
4786;True
742;True
1592;False
4006;True
2561;False
6900;False
882;True
5141;True
4326;False
5626;True
442;False
3877;False
6666;True
3060;True
1652;True
2226;True
4062;False
4137;False
2554;False
1287;False
2742;False
3180;False
322;False
6696;False
934;False
5147;True
6161;True
5442;False
3026;False
6571;True
4760;False
4675;False
5806;True
4217;True
496;True
6152;True
2252;True
5719;False
6779;False
764;False
4984;True
1038;False
5338;True
5365;True
1481;False
2364;False
4506;False
2744;False
6180;False
4825;False
4632;True
2312;False
6853;False
5657;False
3939;False
5311;True
6479;True
4280;False
6599;False
6923;False
839;False
132;False
5482;False
938;True
4621;False
3835;True
4891;False
6240;False
5846;True
4603;False
2973;True
503;False
2547;True
3324;True
6305;False
5389;False
3936;True
3572;True
194;True
3601;True
1433;True
3568;True
5560;True
4282;True
6262;True
6170;False
3341;False
5292;True
2510;True
4251;False
2482;True
2620;True
1667;True
3994;True
3290;True
5066;False
5961;True
6199;False
3336;True
3763;True
5767;False
1919;False
5988;True
1075;False
3901;True
1911;False
2323;False
5780;False
6718;True
1982;False
3083;False
4598;False
1938;True
2026;True
3011;True
3057;False
1974;True
2303;False
6535;True
5810;True
1853;True
4308;False
5601;False
5749;False
232;False
5222;True
4278;True
2737;False
2774;False
1268;False
1154;False
5914;True
2720;False
3652;True
1841;False
6404;True
5599;True
6290;False
3117;False
4331;True
2063;False
2765;False
1959;False
1580;False
5207;False
4447;True
6100;True
3722;False
1567;False
4669;True
1376;True
2275;False
4825;False
3869;False
5452;False
2354;False
2299;False
5686;True
1755;True
765;False
3238;True
5393;True
913;False
6123;False
6827;True
5240;True
4289;True
2439;False
6439;False
2638;True
3749;False
2052;False
2610;True
1085;False
1597;True
5407;True
931;True
6656;True
2791;True
5307;True
3989;False
4380;True
2374;False
6217;False
2879;False
2257;False
1954;True
2242;True
4930;False
4965;False
6400;True
3413;False
4802;True
4489;False
702;True
4535;False
1311;True
3381;False
5426;False
1375;True
6379;True
6106;False
4878;False
1323;True
1334;False
162;True
6791;True
2602;True
5799;True
5560;True
3751;False
3523;True
5655;True
6907;True
1;False
4919;True
975;False
2188;False
5452;True
1709;False
1902;True
4202;True
3355;False
6348;True
2710;True
750;True
4199;True
2203;True
2492;False
830;True
2959;False
1112;False
4145;False
4915;True
3911;True
5501;False
6575;False
6963;True
6519;True
5960;False
7012;True
2809;True
6499;False
31;True
5535;False
4421;True
3745;True
442;False
6272;False
667;False
3039;True
4679;True
3750;False
2866;False
3443;True
100;False
5918;True
2785;True
6561;True
1909;False
6537;True
1674;True
1055;True
2180;False
4603;False
2246;False
621;True
4371;False
6232;False
3167;True
703;False
4181;True
5785;True
1852;True
3668;False
5531;True
4416;True
6130;True
7;False
769;False
1307;False
1333;False
3137;True
5600;False
93;False
4280;True
6366;False
3907;True
5561;False
2744;True
6957;True
5810;True
1249;True
6465;True
6491;False
296;True
6512;True
1969;False
31;False
487;True
652;False
6367;True
2660;False
1727;True
3246;True
6498;True
2678;True
6902;False
3428;False
6671;False
4263;False
4357;True
6687;True
6459;False
1880;True
633;False
2140;True
1334;False
799;False
4439;False
4695;False
3298;False
5334;False
26;True
2920;False
2457;True
4121;True
796;True
6885;False
3688;True
2053;True
5207;True
4268;False
4876;True
1184;False
5009;False
358;True
6767;True
5378;False
197;True
3478;True
2377;True
2878;True
4334;False
4038;False
4040;True
4207;True
3257;True
5119;True
5770;False
1213;False
6175;False
6248;False
6223;True
2867;False
1450;True
5378;False
2597;True
2587;False
3468;False
3785;False
1673;True
3310;True
2965;False
1153;True
5624;True
1809;False
1728;True
2304;True
399;True
2167;False
508;True
3572;False
3946;True
4382;True
1135;False
574;True
3603;True
6468;False
4961;False
2938;True
3584;True
1176;False
3386;False
4843;False
5383;True
3817;True
1235;True
1739;False
1036;False
4023;True
4918;False
4003;False
967;False
5553;False
377;True
3270;True
1140;True
3539;False
365;True
4383;False
3204;True
